No,Tanggal,Pukul,Latitude (?),Longitude(?),Heading(?),Kecepatan K2(knots)
1,14/5/2023,19:00,3.03960,124.04840,305,5
2,14/5/2023,19:06,3.04433,124.04152,305,5
3,14/5/2023,19:12,3.04906,124.03465,305,5
4,14/5/2023,19:18,3.05379,124.02777,305,5
5,14/5/2023,19:24,3.05852,124.02089,305,5
6,14/5/2023,19:30,3.06325,124.01402,305,5
7,14/5/2023,19:36,3.06799,124.00714,305,5
8,14/5/2023,19:42,3.07272,124.00026,305,5
9,14/5/2023,19:48,3.07745,123.99338,305,5
10,14/5/2023,19:54,3.08218,123.98651,305,5
11,14/5/2023,20:00,3.08691,123.97963,305,5
12,14/5/2023,20:06,3.09164,123.97275,305,5
13,14/5/2023,20:12,3.09637,123.96588,305,5
14,14/5/2023,20:18,3.10110,123.95900,305,5
15,14/5/2023,20:24,3.10583,123.95212,305,5
16,14/5/2023,20:30,3.11056,123.94525,305,5
17,14/5/2023,20:36,3.11529,123.93837,305,5
18,14/5/2023,20:42,3.12002,123.93149,305,5
19,14/5/2023,20:48,3.12476,123.92461,305,5
20,14/5/2023,20:54,3.12949,123.91774,305,5
21,14/5/2023,21:00,3.13422,123.91086,305,5
22,14/5/2023,21:06,3.13895,123.90398,305,5
23,14/5/2023,21:12,3.14368,123.89711,305,5
24,14/5/2023,21:18,3.14841,123.89023,305,5
25,14/5/2023,21:24,3.15314,123.88335,305,5
26,14/5/2023,21:30,3.15787,123.87648,305,5
27,14/5/2023,21:36,3.16260,123.86960,305,5
28,14/5/2023,21:42,3.16733,123.86272,305,5
29,14/5/2023,21:48,3.17206,123.85584,305,5
30,14/5/2023,21:54,3.17679,123.84897,305,5
31,14/5/2023,22:00,3.18153,123.84209,305,5
32,14/5/2023,22:06,3.18626,123.83521,305,5
33,14/5/2023,22:12,3.19099,123.82834,305,5
34,14/5/2023,22:18,3.19572,123.82146,305,5
35,14/5/2023,22:24,3.20045,123.81458,305,5
36,14/5/2023,22:30,3.20518,123.80771,305,5
37,14/5/2023,22:36,3.20991,123.80083,305,5
38,14/5/2023,22:42,3.21464,123.79395,305,5
39,14/5/2023,22:48,3.21937,123.78707,305,5
40,14/5/2023,22:54,3.22410,123.78020,305,5
41,14/5/2023,23:00,3.22883,123.77332,305,5
