No,Tanggal,Pukul,Latitude ,Longitude,Heading,Kecepatan K1(knots)
1,14/5/2023,19:00,-0.6624,119.2017,0,11.1
2,14/5/2023,19:06,-0.644,119.2008,0,11.1
3,14/5/2023,19:12,-0.6265,119.2017,0,11.1
4,14/5/2023,19:18,-0.609,119.2026,0,11.1
5,14/5/2023,19:24,-0.5915,119.2035,0,11.1
6,14/5/2023,19:30,-0.574,119.2044,0,11.1
7,14/5/2023,19:36,-0.5565,119.2053,0,11.1
8,14/5/2023,19:42,-0.539,119.2062,0,11.1
9,14/5/2023,19:48,-0.5215,119.2071,0,11.1
10,14/5/2023,19:54,-0.504,119.208,0,11.1
11,14/5/2023,20:00,-0.4865,119.2089,0,11.1
12,14/5/2023,20:06,-0.469,119.2098,0,11.1
13,14/5/2023,20:12,-0.4515,119.2107,0,11.1
14,14/5/2023,20:18,-0.434,119.2116,0,11.1
15,14/5/2023,20:24,-0.4165,119.2125,0,11.1
16,14/5/2023,20:30,-0.399,119.2134,0,11.1
17,14/5/2023,20:36,-0.3815,119.2143,0,11.1
18,14/5/2023,20:42,-0.364,119.2152,0,11.1
19,14/5/2023,20:48,-0.3465,119.2161,0,11.1
20,14/5/2023,20:54,-0.329,119.217,0,11.1
21,14/5/2023,21:00,-0.3115,119.2179,0,11.1
22,14/5/2023,21:06,-0.294,119.2188,0,11.1
23,14/5/2023,21:12,-0.2765,119.2197,0,11.1
24,14/5/2023,21:18,-0.259,119.2206,0,11.1
25,14/5/2023,21:24,-0.2415,119.2215,0,11.1
26,14/5/2023,21:30,-0.224,119.2224,0,11.1
27,14/5/2023,21:36,-0.2065,119.2233,0,11.1
28,14/5/2023,21:42,-0.189,119.2242,0,11.1
29,14/5/2023,21:48,-0.1715,119.2251,0,11.1
30,14/5/2023,21:54,-0.154,119.226,0,11.1
31,14/5/2023,22:00,-0.1365,119.2269,0,11.1
32,14/5/2023,22:06,-0.119,119.2278,0,11.1
33,14/5/2023,22:12,-0.1015,119.2287,0,11.1
34,14/5/2023,22:18,-0.084,119.2296,0,11.1
35,14/5/2023,22:24,-0.0665,119.2305,0,11.1
36,14/5/2023,22:30,-0.049,119.2314,0,11.1
37,14/5/2023,22:36,-0.0315,119.2323,0,11.1
38,14/5/2023,22:42,-0.014,119.2332,0,11.1
39,14/5/2023,22:48,0.0035,119.2341,0,11.1
40,14/5/2023,22:54,0.021,119.235,0,11.1
41,14/5/2023,23:00,0.0385,119.2359,0,11.1
42,14/5/2023,23:06,0.056,119.2368,0,11.1
43,14/5/2023,23:12,0.0735,119.2377,0,11.1
44,14/5/2023,23:18,0.091,119.2386,0,11.1
45,14/5/2023,23:24,0.1085,119.2395,0,11.1
46,14/5/2023,23:30,0.126,119.2404,0,11.1
47,14/5/2023,23:36,0.1435,119.2413,0,11.1
48,14/5/2023,23:42,0.161,119.2422,0,11.1
49,14/5/2023,23:48,0.1785,119.2431,0,11.1
50,14/5/2023,23:54,0.196,119.244,0,11.1
51,15/5/2023,0:00,0.2135,119.2449,0,11.1
52,15/5/2023,0:06,0.231,119.2458,0,11.1
53,15/5/2023,0:12,0.2485,119.2467,0,11.1
54,15/5/2023,0:18,0.266,119.2476,0,11.1
55,15/5/2023,0:24,0.2835,119.2485,0,11.1
56,15/5/2023,0:30,0.301,119.2494,0,11.1
57,15/5/2023,0:36,0.3185,119.2503,0,11.1
58,15/5/2023,0:42,0.336,119.2512,0,11.1
59,15/5/2023,0:48,0.3535,119.2521,0,11.1
60,15/5/2023,0:54,0.371,119.253,0,11.1
61,15/5/2023,1:00,0.3885,119.2539,0,11.1
62,15/5/2023,1:06,0.406,119.2548,0,11.1
63,15/5/2023,1:12,0.4235,119.2557,0,11.1
64,15/5/2023,1:18,0.441,119.2566,0,11.1
65,15/5/2023,1:24,0.4585,119.2575,0,11.1
66,15/5/2023,1:30,0.476,119.2584,0,11.1
67,15/5/2023,1:36,0.4935,119.2593,0,11.1
