No,Tanggal,Pukul,Latitude (?),Longitude(?),Heading(?),Kecepatan K1(knots)
1,14/5/2023,19:00,3.84161,118.94475,90,5
2,14/5/2023,19:06,3.84161,118.95380,90,5
3,14/5/2023,19:12,3.84161,118.96285,90,5
4,14/5/2023,19:18,3.84161,118.97190,90,5
5,14/5/2023,19:24,3.84161,118.98095,90,5
6,14/5/2023,19:30,3.84161,118.99000,90,5
7,14/5/2023,19:36,3.84161,118.99905,90,5
8,14/5/2023,19:42,3.84161,119.00810,90,5
9,14/5/2023,19:48,3.84161,119.01715,90,5
10,14/5/2023,19:54,3.84161,119.02620,90,5
11,14/5/2023,20:00,3.84161,119.03525,90,5
12,14/5/2023,20:06,3.84161,119.04430,90,5
13,14/5/2023,20:12,3.84161,119.05335,90,5
14,14/5/2023,20:18,3.84161,119.06240,90,5
15,14/5/2023,20:24,3.84161,119.07145,90,5
16,14/5/2023,20:30,3.84161,119.08050,90,5
17,14/5/2023,20:36,3.84161,119.08955,90,5
18,14/5/2023,20:42,3.84161,119.09860,90,5
19,14/5/2023,20:48,3.84161,119.10765,90,5
20,14/5/2023,20:54,3.84161,119.11670,90,5
21,14/5/2023,21:00,3.84161,119.12575,90,5
22,14/5/2023,21:06,3.84161,119.13480,90,5
23,14/5/2023,21:12,3.84161,119.14385,90,5
24,14/5/2023,21:18,3.84161,119.15290,90,5
25,14/5/2023,21:24,3.84161,119.16195,90,5
26,14/5/2023,21:30,3.84161,119.17100,90,5
27,14/5/2023,21:36,3.84161,119.18005,90,5
28,14/5/2023,21:42,3.84161,119.18910,90,5
29,14/5/2023,21:48,3.84161,119.19815,90,5
30,14/5/2023,21:54,3.84161,119.20720,90,5
31,14/5/2023,22:00,3.84161,119.21625,90,5
32,14/5/2023,22:06,3.84161,119.22530,90,5
33,14/5/2023,22:12,3.84161,119.23435,90,5
34,14/5/2023,22:18,3.84161,119.24340,90,5
35,14/5/2023,22:24,3.84161,119.25245,90,5
36,14/5/2023,22:30,3.84161,119.26150,90,5
37,14/5/2023,22:36,3.84161,119.27055,90,5
38,14/5/2023,22:42,3.84161,119.27960,90,5
39,14/5/2023,22:48,3.84161,119.28865,90,5
40,14/5/2023,22:54,3.84161,119.29770,90,5
41,14/5/2023,23:00,3.84161,119.30675,90,5
42,14/5/2023,23:06,3.84161,119.31580,90,5
43,14/5/2023,23:12,3.84161,119.32485,90,5
44,14/5/2023,23:18,3.84161,119.33390,90,5
45,14/5/2023,23:24,3.84161,119.34295,90,5
46,14/5/2023,23:30,3.84161,119.35200,90,5
47,14/5/2023,23:36,3.84161,119.36105,90,5
48,14/5/2023,23:42,3.84161,119.37010,90,5
49,14/5/2023,23:48,3.84161,119.37915,90,5
50,14/5/2023,23:54,3.84161,119.38820,90,5
51,15/5/2023,0:00,3.84161,119.39725,90,5
52,15/5/2023,0:06,3.84161,119.40630,90,5
53,15/5/2023,0:12,3.84161,119.41535,90,5
54,15/5/2023,0:18,3.84161,119.42440,90,5
55,15/5/2023,0:24,3.84161,119.43345,90,5
56,15/5/2023,0:30,3.84161,119.44250,90,5
57,15/5/2023,0:36,3.84161,119.45155,90,5
58,15/5/2023,0:42,3.84161,119.46060,90,5
59,15/5/2023,0:48,3.84161,119.46965,90,5
60,15/5/2023,0:54,3.84161,119.47870,90,5
61,15/5/2023,1:00,3.84161,119.48775,90,5
62,15/5/2023,1:06,3.84161,119.49680,90,5
63,15/5/2023,1:12,3.84161,119.50585,90,5
64,15/5/2023,1:18,3.84161,119.51490,90,5
65,15/5/2023,1:24,3.84161,119.52395,90,5
66,15/5/2023,1:30,3.84161,119.53300,90,5
67,15/5/2023,1:36,3.84161,119.54205,90,5
68,15/5/2023,1:42,3.84161,119.55110,90,5
69,15/5/2023,1:48,3.84161,119.56015,90,5
70,15/5/2023,1:54,3.84161,119.56920,90,5
71,15/5/2023,2:00,3.84161,119.57825,90,5
72,15/5/2023,2:06,3.84161,119.58730,90,5
73,15/5/2023,2:12,3.84161,119.59635,90,5
74,15/5/2023,2:18,3.84161,119.60540,90,5
75,15/5/2023,2:24,3.84161,119.61445,90,5
76,15/5/2023,2:30,3.84161,119.62350,90,5
77,15/5/2023,2:36,3.84161,119.63255,90,5
78,15/5/2023,2:42,3.84161,119.64160,90,5
