Tanggal,Waktu,Latitude,Longitude,Heading,Kecepatan (knot)
14/5/2023,19:00,3.841608983,118.9447465,90,5
14/5/2023,19:06,3.841608983,118.9537965,90,5
14/5/2023,19:12,3.841608983,118.9628465,90,5
14/5/2023,19:18,3.841608983,118.9718965,90,5
14/5/2023,19:24,3.841608983,118.9809465,90,5
14/5/2023,19:30,3.841608983,118.9899965,90,5
14/5/2023,19:36,3.841608983,118.9990465,90,5
14/5/2023,19:42,3.841608983,119.0080965,90,5
14/5/2023,19:48,3.841608983,119.0171465,90,5
14/5/2023,19:54,3.841608983,119.0261965,90,5
14/5/2023,20:00,3.841608983,119.0352465,90,5
14/5/2023,20:06,3.841608983,119.0442965,90,5
14/5/2023,20:12,3.841608983,119.0533465,90,5
14/5/2023,20:18,3.841608983,119.0623965,90,5
14/5/2023,20:24,3.841608983,119.0714465,90,5
14/5/2023,20:30,3.841608983,119.0804965,90,5
14/5/2023,20:36,3.841608983,119.0895465,90,5
14/5/2023,20:42,3.841608983,119.0985965,90,5
14/5/2023,20:48,3.841608983,119.1076465,90,5
14/5/2023,20:54,3.841608983,119.1166965,90,5
14/5/2023,21:00,3.841608983,119.1257465,90,5
14/5/2023,21:06,3.841608983,119.1347965,90,5
14/5/2023,21:12,3.841608983,119.1438465,90,5
14/5/2023,21:18,3.841608983,119.1528965,90,5
14/5/2023,21:24,3.841608983,119.1619465,90,5
14/5/2023,21:30,3.841608983,119.1709965,90,5
14/5/2023,21:36,3.841608983,119.1800465,90,5
14/5/2023,21:42,3.841608983,119.1890965,90,5
14/5/2023,21:48,3.841608983,119.1981465,90,5
14/5/2023,21:54,3.841608983,119.2071965,90,5
14/5/2023,22:00,3.841608983,119.2162465,90,5
14/5/2023,22:06,3.841608983,119.2252965,90,5
14/5/2023,22:12,3.841608983,119.2343465,90,5
14/5/2023,22:18,3.841608983,119.2433965,90,5
14/5/2023,22:24,3.841608983,119.2524465,90,5
14/5/2023,22:30,3.841608983,119.2614965,90,5
14/5/2023,22:36,3.841608983,119.2705465,90,5
14/5/2023,22:42,3.841608983,119.2795965,90,5
14/5/2023,22:48,3.841608983,119.2886465,90,5
14/5/2023,22:54,3.841608983,119.2976965,90,5
14/5/2023,23:00,3.841608983,119.3067465,90,5
14/5/2023,23:06,3.841608983,119.3157965,90,5
14/5/2023,23:12,3.841608983,119.3248465,90,5
14/5/2023,23:18,3.841608983,119.3338965,90,5
14/5/2023,23:24,3.841608983,119.3429465,90,5
14/5/2023,23:30,3.841608983,119.3519965,90,5
14/5/2023,23:36,3.841608983,119.3610465,90,5
14/5/2023,23:42,3.841608983,119.3700965,90,5
14/5/2023,23:48,3.841608983,119.3791465,90,5
14/5/2023,23:54,3.841608983,119.3881965,90,5
15/5/2023,0:00,3.841608983,119.3972465,90,5
15/5/2023,0:06,3.841608983,119.4062965,90,5
15/5/2023,0:12,3.841608983,119.4153465,90,5
15/5/2023,0:18,3.841608983,119.4243965,90,5
15/5/2023,0:24,3.841608983,119.4334465,90,5
15/5/2023,0:30,3.841608983,119.4424965,90,5
15/5/2023,0:36,3.841608983,119.4515465,90,5
15/5/2023,0:42,3.841608983,119.4605965,90,5
15/5/2023,0:48,3.841608983,119.4696465,90,5
15/5/2023,0:54,3.841608983,119.4786965,90,5
15/5/2023,1:00,3.841608983,119.4877465,90,5
15/5/2023,1:06,3.841608983,119.4967965,90,5
15/5/2023,1:12,3.841608983,119.5058465,90,5
15/5/2023,1:18,3.841608983,119.5148965,90,5
15/5/2023,1:24,3.841608983,119.5239465,90,5
15/5/2023,1:30,3.841608983,119.5329965,90,5
15/5/2023,1:36,3.841608983,119.5420465,90,5
15/5/2023,1:42,3.841608983,119.5510965,90,5
15/5/2023,1:48,3.841608983,119.5601465,90,5
15/5/2023,1:54,3.841608983,119.5691965,90,5
15/5/2023,2:00,3.841608983,119.5782465,90,5
15/5/2023,2:06,3.841608983,119.5872965,90,5
15/5/2023,2:12,3.841608983,119.5963465,90,5
15/5/2023,2:18,3.841608983,119.6053965,90,5
15/5/2023,2:24,3.841608983,119.6144465,90,5
15/5/2023,2:30,3.841608983,119.6234965,90,5
15/5/2023,2:36,3.841608983,119.6325465,90,5
15/5/2023,2:42,3.841608983,119.6415965,90,5
15/5/2023,2:48,3.841608983,119.6506465,90,5
15/5/2023,2:54,3.841608983,119.6596965,90,5
15/5/2023,3:00,3.841608983,119.6687465,90,5
15/5/2023,3:06,3.841608983,119.6777965,90,5
15/5/2023,3:12,3.841608983,119.6868465,90,5
15/5/2023,3:18,3.841608983,119.6958965,90,5
15/5/2023,3:24,3.841608983,119.7049465,90,5
15/5/2023,3:30,3.841608983,119.7139965,90,5
15/5/2023,3:36,3.841608983,119.7230465,90,5
15/5/2023,3:42,3.841608983,119.7320965,90,5
15/5/2023,3:48,3.841608983,119.7411465,90,5
15/5/2023,3:54,3.841608983,119.7501965,90,5
15/5/2023,4:00,3.841608983,119.7592465,90,5
15/5/2023,4:06,3.841608983,119.7682965,90,5
15/5/2023,4:12,3.841608983,119.7773465,90,5
15/5/2023,4:18,3.841608983,119.7863965,90,5
15/5/2023,4:24,3.841608983,119.7954465,90,5
15/5/2023,4:30,3.841608983,119.8044965,90,5
15/5/2023,4:36,3.841608983,119.8135465,90,5
15/5/2023,4:42,3.841608983,119.8225965,90,5
15/5/2023,4:48,3.841608983,119.8316465,90,5
