Tanggal,Waktu,Latitude,Longitude,Heading,Kecepatan (knot)
14/5/2023,19:00,3.0396,124.0484,305,5
14/5/2023,19:06,3.044330857,124.041523,305,5
14/5/2023,19:12,3.049061714,124.034646,305,5
14/5/2023,19:18,3.053792571,124.027769,305,5
14/5/2023,19:24,3.058523429,124.020892,305,5
14/5/2023,19:30,3.063254286,124.014015,305,5
14/5/2023,19:36,3.067985143,124.007138,305,5
14/5/2023,19:42,3.072716,124.000261,305,5
14/5/2023,19:48,3.077446857,123.993384,305,5
14/5/2023,19:54,3.082177714,123.986507,305,5
14/5/2023,20:00,3.086908571,123.97963,305,5
14/5/2023,20:06,3.091639429,123.972753,305,5
14/5/2023,20:12,3.096370286,123.965876,305,5
14/5/2023,20:18,3.101101143,123.958999,305,5
14/5/2023,20:24,3.105832,123.952122,305,5
14/5/2023,20:30,3.110562857,123.945245,305,5
14/5/2023,20:36,3.115293714,123.938368,305,5
14/5/2023,20:42,3.120024571,123.931491,305,5
14/5/2023,20:48,3.124755429,123.924614,305,5
14/5/2023,20:54,3.129486286,123.917737,305,5
14/5/2023,21:00,3.134217143,123.91086,305,5
14/5/2023,21:06,3.138948,123.903983,305,5
14/5/2023,21:12,3.143678857,123.897106,305,5
14/5/2023,21:18,3.148409714,123.890229,305,5
14/5/2023,21:24,3.153140571,123.883352,305,5
14/5/2023,21:30,3.157871429,123.876475,305,5
14/5/2023,21:36,3.162602286,123.869598,305,5
14/5/2023,21:42,3.167333143,123.862721,305,5
14/5/2023,21:48,3.172064,123.855844,305,5
14/5/2023,21:54,3.176794857,123.848967,305,5
14/5/2023,22:00,3.181525714,123.84209,305,5
14/5/2023,22:06,3.186256571,123.835213,305,5
14/5/2023,22:12,3.190987429,123.828336,305,5
14/5/2023,22:18,3.195718286,123.821459,305,5
14/5/2023,22:24,3.200449143,123.814582,305,5
14/5/2023,22:30,3.20518,123.807705,305,5
14/5/2023,22:36,3.209910857,123.800828,305,5
14/5/2023,22:42,3.214641714,123.793951,305,5
14/5/2023,22:48,3.219372571,123.787074,305,5
14/5/2023,22:54,3.224103429,123.780197,305,5
14/5/2023,23:00,3.228834286,123.77332,305,5
14/5/2023,23:06,3.233565143,123.766443,305,5
14/5/2023,23:12,3.238296,123.759566,305,5
14/5/2023,23:18,3.243026857,123.752689,305,5
14/5/2023,23:24,3.247757714,123.745812,305,5
14/5/2023,23:30,3.252488571,123.738935,305,5
14/5/2023,23:36,3.257219429,123.732058,305,5
14/5/2023,23:42,3.261950286,123.725181,305,5
14/5/2023,23:48,3.266681143,123.718304,305,5
14/5/2023,23:54,3.271412,123.711427,305,5
15/5/2023,0:00,3.276142857,123.70455,305,5
15/5/2023,0:06,3.280873714,123.697673,305,5
15/5/2023,0:12,3.285604571,123.690796,305,5
15/5/2023,0:18,3.290335429,123.683919,305,5
15/5/2023,0:24,3.295066286,123.677042,305,5
15/5/2023,0:30,3.299797143,123.670165,305,5
15/5/2023,0:36,3.304528,123.663288,305,5
15/5/2023,0:42,3.309258857,123.656411,305,5
15/5/2023,0:48,3.313989714,123.649534,305,5
15/5/2023,0:54,3.318720571,123.642657,305,5
15/5/2023,1:00,3.323451429,123.63578,305,5
15/5/2023,1:06,3.328182286,123.628903,305,5
15/5/2023,1:12,3.332913143,123.622026,305,5
15/5/2023,1:18,3.337644,123.615149,305,5
15/5/2023,1:24,3.342374857,123.608272,305,5
15/5/2023,1:30,3.347105714,123.601395,305,5
15/5/2023,1:36,3.351836571,123.594518,305,5
15/5/2023,1:42,3.356567429,123.587641,305,5
15/5/2023,1:48,3.361298286,123.580764,305,5
15/5/2023,1:54,3.366029143,123.573887,305,5
15/5/2023,2:00,3.37076,123.56701,305,5
15/5/2023,2:06,3.375490857,123.560133,305,5
15/5/2023,2:12,3.380221714,123.553256,305,5
15/5/2023,2:18,3.384952571,123.546379,305,5
15/5/2023,2:24,3.389683429,123.539502,305,5
15/5/2023,2:30,3.394414286,123.532625,305,5
15/5/2023,2:36,3.399145143,123.525748,305,5
15/5/2023,2:42,3.403876,123.518871,305,5
15/5/2023,2:48,3.408606857,123.511994,305,5
15/5/2023,2:54,3.413337714,123.505117,305,5
15/5/2023,3:00,3.418068571,123.49824,305,5
15/5/2023,3:06,3.422799429,123.491363,305,5
15/5/2023,3:12,3.427530286,123.484486,305,5
15/5/2023,3:18,3.432261143,123.477609,305,5
15/5/2023,3:24,3.436992,123.470732,305,5
15/5/2023,3:30,3.441722857,123.463855,305,5
15/5/2023,3:36,3.446453714,123.456978,305,5
15/5/2023,3:42,3.451184571,123.450101,305,5
15/5/2023,3:48,3.455915429,123.443224,305,5
15/5/2023,3:54,3.460646286,123.436347,305,5
15/5/2023,4:00,3.465377143,123.42947,305,5
15/5/2023,4:06,3.470108,123.422593,305,5
15/5/2023,4:12,3.474838857,123.415716,305,5
15/5/2023,4:18,3.479569714,123.408839,305,5
15/5/2023,4:24,3.484300571,123.401962,305,5
15/5/2023,4:30,3.489031429,123.395085,305,5
15/5/2023,4:36,3.493762286,123.388208,305,5
15/5/2023,4:42,3.498493143,123.381331,305,5
15/5/2023,4:48,3.503224,123.374454,305,5
15/5/2023,4:54,3.507954857,123.367577,305,5
15/5/2023,5:00,3.512685714,123.3607,305,5
15/5/2023,5:06,3.517416571,123.353823,305,5
15/5/2023,5:12,3.522147429,123.346946,305,5
15/5/2023,5:18,3.526878286,123.340069,305,5
15/5/2023,5:24,3.531609143,123.333192,305,5
15/5/2023,5:30,3.53634,123.326315,305,5
15/5/2023,5:36,3.541070857,123.319438,305,5
15/5/2023,5:42,3.545801714,123.312561,305,5
15/5/2023,5:48,3.550532571,123.305684,305,5
15/5/2023,5:54,3.555263429,123.298807,305,5
15/5/2023,6:00,3.559994286,123.29193,305,5
15/5/2023,6:06,3.564725143,123.285053,305,5
15/5/2023,6:12,3.569456,123.278176,305,5
15/5/2023,6:18,3.574186857,123.271299,305,5
15/5/2023,6:24,3.578917714,123.264422,305,5
15/5/2023,6:30,3.583648571,123.257545,305,5
15/5/2023,6:36,3.588379429,123.250668,305,5
15/5/2023,6:42,3.593110286,123.243791,305,5
15/5/2023,6:48,3.597841143,123.236914,305,5
15/5/2023,6:54,3.602572,123.230037,305,5
15/5/2023,7:00,3.607302857,123.22316,305,5
15/5/2023,7:06,3.612033714,123.216283,305,5
15/5/2023,7:12,3.616764571,123.209406,305,5
15/5/2023,7:18,3.621495429,123.202529,305,5
15/5/2023,7:24,3.626226286,123.195652,305,5
15/5/2023,7:30,3.630957143,123.188775,305,5
15/5/2023,7:36,3.635688,123.181898,305,5
15/5/2023,7:42,3.640418857,123.175021,305,5
15/5/2023,7:48,3.645149714,123.168144,305,5
15/5/2023,7:54,3.649880571,123.161267,305,5
15/5/2023,8:00,3.654611429,123.15439,305,5
15/5/2023,8:06,3.659342286,123.147513,305,5
15/5/2023,8:12,3.664073143,123.140636,305,5
15/5/2023,8:18,3.668804,123.133759,305,5
15/5/2023,8:24,3.673534857,123.126882,305,5
15/5/2023,8:30,3.678265714,123.120005,305,5
15/5/2023,8:36,3.682996571,123.113128,305,5
15/5/2023,8:42,3.687727429,123.106251,305,5
15/5/2023,8:48,3.692458286,123.099374,305,5
15/5/2023,8:54,3.697189143,123.092497,305,5
15/5/2023,9:00,3.70192,123.08562,305,5
15/5/2023,9:06,3.706650857,123.078743,305,5
15/5/2023,9:12,3.711381714,123.071866,305,5
15/5/2023,9:18,3.716112571,123.064989,305,5
15/5/2023,9:24,3.720843429,123.058112,305,5
15/5/2023,9:30,3.725574286,123.051235,305,5
15/5/2023,9:36,3.730305143,123.044358,305,5
15/5/2023,9:42,3.735036,123.037481,305,5
15/5/2023,9:48,3.739766857,123.030604,305,5
15/5/2023,9:54,3.744497714,123.023727,305,5
15/5/2023,10:00,3.749228571,123.01685,305,5
15/5/2023,10:06,3.753959429,123.009973,305,5
15/5/2023,10:12,3.758690286,123.003096,305,5
15/5/2023,10:18,3.763421143,122.996219,305,5
15/5/2023,10:24,3.768152,122.989342,305,5
15/5/2023,10:30,3.772882857,122.982465,305,5
15/5/2023,10:36,3.777613714,122.975588,305,5
15/5/2023,10:42,3.782344571,122.968711,305,5
15/5/2023,10:48,3.787075429,122.961834,305,5
15/5/2023,10:54,3.791806286,122.954957,305,5
15/5/2023,11:00,3.796537143,122.94808,305,5
15/5/2023,11:06,3.801268,122.941203,305,5
15/5/2023,11:12,3.805998857,122.934326,305,5
15/5/2023,11:18,3.810729714,122.927449,305,5
15/5/2023,11:24,3.815460571,122.920572,305,5
15/5/2023,11:30,3.820191429,122.913695,305,5
15/5/2023,11:36,3.824922286,122.906818,305,5
15/5/2023,11:42,3.829653143,122.899941,305,5
15/5/2023,11:48,3.834384,122.893064,305,5
15/5/2023,11:54,3.839114857,122.886187,305,5
15/5/2023,12:00,3.843845714,122.87931,305,5
15/5/2023,12:06,3.848576571,122.872433,305,5
15/5/2023,12:12,3.853307429,122.865556,305,5
15/5/2023,12:18,3.858038286,122.858679,305,5
15/5/2023,12:24,3.862769143,122.851802,305,5
15/5/2023,12:30,3.8675,122.844925,305,5
15/5/2023,12:36,3.872230857,122.838048,305,5
15/5/2023,12:42,3.876961714,122.831171,305,5
15/5/2023,12:48,3.881692571,122.824294,305,5
15/5/2023,12:54,3.886423429,122.817417,305,5
15/5/2023,13:00,3.891154286,122.81054,305,5
15/5/2023,13:06,3.895885143,122.803663,305,5
15/5/2023,13:12,3.900616,122.796786,305,5
15/5/2023,13:18,3.905346857,122.789909,305,5
15/5/2023,13:24,3.910077714,122.783032,305,5
15/5/2023,13:30,3.914808571,122.776155,305,5
15/5/2023,13:36,3.919539429,122.769278,305,5
15/5/2023,13:42,3.924270286,122.762401,305,5
15/5/2023,13:48,3.929001143,122.755524,305,5
15/5/2023,13:54,3.933732,122.748647,305,5
15/5/2023,14:00,3.938462857,122.74177,305,5
15/5/2023,14:06,3.943193714,122.734893,305,5
15/5/2023,14:12,3.947924571,122.728016,305,5
15/5/2023,14:18,3.952655429,122.721139,305,5
15/5/2023,14:24,3.957386286,122.714262,305,5
15/5/2023,14:30,3.962117143,122.707385,305,5
15/5/2023,14:36,3.966848,122.700508,305,5
15/5/2023,14:42,3.971578857,122.693631,305,5
15/5/2023,14:48,3.976309714,122.686754,305,5
15/5/2023,14:54,3.981040571,122.679877,305,5
15/5/2023,15:00,3.985771429,122.673,305,5
15/5/2023,15:06,3.990502286,122.666123,305,5
15/5/2023,15:12,3.995233143,122.659246,305,5
15/5/2023,15:18,3.999964,122.652369,305,5
15/5/2023,15:24,4.004694857,122.645492,305,5
15/5/2023,15:30,4.009425714,122.638615,305,5
15/5/2023,15:36,4.014156571,122.631738,305,5
15/5/2023,15:42,4.018887429,122.624861,305,5
15/5/2023,15:48,4.023618286,122.617984,305,5
15/5/2023,15:54,4.028349143,122.611107,305,5
15/5/2023,16:00,4.03308,122.60423,305,5
15/5/2023,16:06,4.037810857,122.597353,305,5
15/5/2023,16:12,4.042541714,122.590476,305,5
15/5/2023,16:18,4.047272571,122.583599,305,5
15/5/2023,16:24,4.052003429,122.576722,305,5
15/5/2023,16:30,4.056734286,122.569845,305,5
15/5/2023,16:36,4.061465143,122.562968,305,5
15/5/2023,16:42,4.066196,122.556091,305,5
15/5/2023,16:48,4.070926857,122.549214,305,5
15/5/2023,16:54,4.075657714,122.542337,305,5
15/5/2023,17:00,4.080388571,122.53546,305,5
15/5/2023,17:06,4.085119429,122.528583,305,5
15/5/2023,17:12,4.089850286,122.521706,305,5
15/5/2023,17:18,4.094581143,122.514829,305,5
15/5/2023,17:24,4.099312,122.507952,305,5
15/5/2023,17:30,4.104042857,122.501075,305,5
15/5/2023,17:36,4.108773714,122.494198,305,5
15/5/2023,17:42,4.113504571,122.487321,305,5
15/5/2023,17:48,4.118235429,122.480444,305,5
15/5/2023,17:54,4.122966286,122.473567,305,5
15/5/2023,18:00,4.127697143,122.46669,305,5
15/5/2023,18:06,4.132428,122.459813,305,5
15/5/2023,18:12,4.137158857,122.452936,305,5
15/5/2023,18:18,4.141889714,122.446059,305,5
15/5/2023,18:24,4.146620571,122.439182,305,5
15/5/2023,18:30,4.151351429,122.432305,305,5
15/5/2023,18:36,4.156082286,122.425428,305,5
15/5/2023,18:42,4.160813143,122.418551,305,5
15/5/2023,18:48,4.165544,122.411674,305,5
15/5/2023,18:54,4.170274857,122.404797,305,5
15/5/2023,19:00,4.175005714,122.39792,305,5
15/5/2023,19:06,4.179736571,122.391043,305,5
15/5/2023,19:12,4.184467429,122.384166,305,5
15/5/2023,19:18,4.189198286,122.377289,305,5
15/5/2023,19:24,4.193929143,122.370412,305,5
15/5/2023,19:30,4.19866,122.363535,305,5
15/5/2023,19:36,4.203390857,122.356658,305,5
15/5/2023,19:42,4.208121714,122.349781,305,5
15/5/2023,19:48,4.212852571,122.342904,305,5
15/5/2023,19:54,4.217583429,122.336027,305,5
15/5/2023,20:00,4.222314286,122.32915,305,5
15/5/2023,20:06,4.227045143,122.322273,305,5
15/5/2023,20:12,4.231776,122.315396,305,5
15/5/2023,20:18,4.236506857,122.308519,305,5
15/5/2023,20:24,4.241237714,122.301642,305,5
15/5/2023,20:30,4.245968571,122.294765,305,5
15/5/2023,20:36,4.250699429,122.287888,305,5
15/5/2023,20:42,4.255430286,122.281011,305,5
15/5/2023,20:48,4.260161143,122.274134,305,5
15/5/2023,20:54,4.264892,122.267257,305,5
15/5/2023,21:00,4.269622857,122.26038,305,5
15/5/2023,21:06,4.274353714,122.253503,305,5
15/5/2023,21:12,4.279084571,122.246626,305,5
15/5/2023,21:18,4.283815429,122.239749,305,5
15/5/2023,21:24,4.288546286,122.232872,305,5
15/5/2023,21:30,4.293277143,122.225995,305,5
15/5/2023,21:36,4.298008,122.219118,305,5
15/5/2023,21:42,4.302738857,122.212241,305,5
15/5/2023,21:48,4.307469714,122.205364,305,5
15/5/2023,21:54,4.312200571,122.198487,305,5
15/5/2023,22:00,4.316931429,122.19161,305,5
15/5/2023,22:06,4.321662286,122.184733,305,5
15/5/2023,22:12,4.326393143,122.177856,305,5
15/5/2023,22:18,4.331124,122.170979,305,5
15/5/2023,22:24,4.335854857,122.164102,305,5
15/5/2023,22:30,4.340585714,122.157225,305,5
15/5/2023,22:36,4.345316571,122.150348,305,5
15/5/2023,22:42,4.350047429,122.143471,305,5
15/5/2023,22:48,4.354778286,122.136594,305,5
15/5/2023,22:54,4.359509143,122.129717,305,5
15/5/2023,23:00,4.36424,122.12284,305,5
15/5/2023,23:06,4.368970857,122.115963,305,5
15/5/2023,23:12,4.373701714,122.109086,305,5
15/5/2023,23:18,4.378432571,122.102209,305,5
15/5/2023,23:24,4.383163429,122.095332,305,5
15/5/2023,23:30,4.387894286,122.088455,305,5
15/5/2023,23:36,4.392625143,122.081578,305,5
15/5/2023,23:42,4.397356,122.074701,305,5
15/5/2023,23:48,4.402086857,122.067824,305,5
15/5/2023,23:54,4.406817714,122.060947,305,5
16/5/2023,0:00,4.411548571,122.05407,305,5
16/5/2023,0:06,4.416279429,122.047193,305,5
16/5/2023,0:12,4.421010286,122.040316,305,5
16/5/2023,0:18,4.425741143,122.033439,305,5
16/5/2023,0:24,4.430472,122.026562,305,5
16/5/2023,0:30,4.435202857,122.019685,305,5
16/5/2023,0:36,4.439933714,122.012808,305,5
16/5/2023,0:42,4.444664571,122.005931,305,5
16/5/2023,0:48,4.449395429,121.999054,305,5
16/5/2023,0:54,4.454126286,121.992177,305,5
16/5/2023,1:00,4.458857143,121.9853,305,5
16/5/2023,1:06,4.463588,121.978423,305,5
16/5/2023,1:12,4.468318857,121.971546,305,5
16/5/2023,1:18,4.473049714,121.964669,305,5
16/5/2023,1:24,4.477780571,121.957792,305,5
