Tanggal,Waktu,Latitude,Longitude,Heading,Kecepatan (knot)
14/5/2023,19:00,1.8046,119.9734,61,5
14/5/2023,19:06,1.8085694,119.9807259,61,5
14/5/2023,19:12,1.8125388,119.9880518,61,5
14/5/2023,19:18,1.8165082,119.9953776,61,5
14/5/2023,19:24,1.8204776,120.0027035,61,5
14/5/2023,19:30,1.824447,120.0100294,61,5
14/5/2023,19:36,1.8284164,120.0173553,61,5
14/5/2023,19:42,1.8323858,120.0246812,61,5
14/5/2023,19:48,1.8363552,120.032007,61,5
14/5/2023,19:54,1.8403246,120.0393329,61,5
14/5/2023,20:00,1.844294,120.0466588,61,5
14/5/2023,20:06,1.8482634,120.0539847,61,5
14/5/2023,20:12,1.8522328,120.0613106,61,5
14/5/2023,20:18,1.8562022,120.0686364,61,5
14/5/2023,20:24,1.8601716,120.0759623,61,5
14/5/2023,20:30,1.864141,120.0832882,61,5
14/5/2023,20:36,1.8681104,120.0906141,61,5
14/5/2023,20:42,1.8720798,120.09794,61,5
14/5/2023,20:48,1.8760492,120.1052658,61,5
14/5/2023,20:54,1.8800186,120.1125917,61,5
14/5/2023,21:00,1.883988,120.1199176,61,5
14/5/2023,21:06,1.8879574,120.1272435,61,5
14/5/2023,21:12,1.8919268,120.1345694,61,5
14/5/2023,21:18,1.8958962,120.1418952,61,5
14/5/2023,21:24,1.8998656,120.1492211,61,5
14/5/2023,21:30,1.903835,120.156547,61,5
14/5/2023,21:36,1.9078044,120.1638729,61,5
14/5/2023,21:42,1.9117738,120.1711988,61,5
14/5/2023,21:48,1.9157432,120.1785246,61,5
14/5/2023,21:54,1.9197126,120.1858505,61,5
14/5/2023,22:00,1.923682,120.1931764,61,5
14/5/2023,22:06,1.9276514,120.2005023,61,5
14/5/2023,22:12,1.9316208,120.2078282,61,5
14/5/2023,22:18,1.9355902,120.215154,61,5
14/5/2023,22:24,1.9395596,120.2224799,61,5
14/5/2023,22:30,1.943529,120.2298058,61,5
14/5/2023,22:36,1.9474984,120.2371317,61,5
14/5/2023,22:42,1.9514678,120.2444576,61,5
