Tanggal,Pukul,Latitude (?),Longitude(?),Heading(?),Kecepatan K1(knots)
14/5/2023,19:00,1.3502,126.5187,304,11.1
14/5/2023,19:06,1.36047,126.50346,304,11.1
14/5/2023,19:12,1.37074,126.48822,304,11.1
14/5/2023,19:18,1.38101,126.47298,304,11.1
14/5/2023,19:24,1.39128,126.45774,304,11.1
14/5/2023,19:30,1.40155,126.4425,304,11.1
14/5/2023,19:36,1.41181,126.42726,304,11.1
14/5/2023,19:42,1.42208,126.41202,304,11.1
14/5/2023,19:48,1.43235,126.39678,304,11.1
14/5/2023,19:54,1.44262,126.38154,304,11.1
14/5/2023,20:00,1.45289,126.3663,304,11.1
14/5/2023,20:06,1.46316,126.35106,304,11.1
14/5/2023,20:12,1.47343,126.33582,304,11.1
14/5/2023,20:18,1.4837,126.32058,304,11.1
14/5/2023,20:24,1.49397,126.30534,304,11.1
14/5/2023,20:30,1.50424,126.2901,304,11.1
14/5/2023,20:36,1.5145,126.27486,304,11.1
14/5/2023,20:42,1.52477,126.25962,304,11.1
14/5/2023,20:48,1.53504,126.24439,304,11.1
14/5/2023,20:54,1.54531,126.22915,304,11.1
14/5/2023,21:00,1.55558,126.21391,304,11.1
14/5/2023,21:06,1.56585,126.19867,304,11.1
14/5/2023,21:12,1.57612,126.18343,304,11.1
14/5/2023,21:18,1.58639,126.16819,304,11.1
14/5/2023,21:24,1.59666,126.15295,304,11.1
14/5/2023,21:30,1.60693,126.13771,304,11.1
14/5/2023,21:36,1.61719,126.12247,304,11.1
14/5/2023,21:42,1.62746,126.10723,304,11.1
14/5/2023,21:48,1.63773,126.09199,304,11.1
14/5/2023,21:54,1.648,126.07675,304,11.1
14/5/2023,22:00,1.65827,126.06151,304,11.1
14/5/2023,22:06,1.66854,126.04627,304,11.1
14/5/2023,22:12,1.67881,126.03103,304,11.1
14/5/2023,22:18,1.68908,126.01579,304,11.1
14/5/2023,22:24,1.69935,126.00055,304,11.1
14/5/2023,22:30,1.70962,125.98531,304,11.1
14/5/2023,22:36,1.71988,125.97007,304,11.1
14/5/2023,22:42,1.73015,125.95483,304,11.1
14/5/2023,22:48,1.74042,125.93959,304,11.1
14/5/2023,22:54,1.75069,125.92435,304,11.1
14/5/2023,23:00,1.76096,125.90911,304,11.1
14/5/2023,23:06,1.77123,125.89387,304,11.1
14/5/2023,23:12,1.7815,125.87863,304,11.1
14/5/2023,23:18,1.79177,125.86339,304,11.1
14/5/2023,23:24,1.80204,125.84815,304,11.1
14/5/2023,23:30,1.81231,125.83291,304,11.1
14/5/2023,23:36,1.82257,125.81767,304,11.1
14/5/2023,23:42,1.83284,125.80243,304,11.1
14/5/2023,23:48,1.84311,125.78719,304,11.1
14/5/2023,23:54,1.85338,125.77195,304,11.1
15/5/2023,0:00,1.86365,125.75671,304,11.1
15/5/2023,0:06,1.87392,125.74147,304,11.1
15/5/2023,0:12,1.88419,125.72623,304,11.1
15/5/2023,0:18,1.89446,125.711,304,11.1
15/5/2023,0:24,1.90473,125.69576,304,11.1
15/5/2023,0:30,1.915,125.68052,304,11.1
15/5/2023,0:36,1.92526,125.66528,304,11.1
15/5/2023,0:42,1.93553,125.65004,304,11.1
15/5/2023,0:48,1.9458,125.6348,304,11.1
15/5/2023,0:54,1.95607,125.61956,304,11.1
15/5/2023,1:00,1.96634,125.60432,304,11.1
15/5/2023,1:06,1.97661,125.58908,304,11.1
15/5/2023,1:12,1.98688,125.57384,304,11.1
15/5/2023,1:18,1.99715,125.5586,304,11.1
15/5/2023,1:24,2.00742,125.54336,304,11.1
15/5/2023,1:30,2.01769,125.52812,304,11.1
15/5/2023,1:36,2.02795,125.51288,304,11.1
15/5/2023,1:42,2.03822,125.49764,304,11.1
15/5/2023,1:48,2.04849,125.4824,304,11.1
15/5/2023,1:54,2.05876,125.46716,304,11.1
15/5/2023,2:00,2.06903,125.45192,304,11.1
15/5/2023,2:06,2.0793,125.43668,304,11.1
15/5/2023,2:12,2.08957,125.42144,304,11.1
15/5/2023,2:18,2.09984,125.4062,304,11.1
15/5/2023,2:24,2.11011,125.39096,304,11.1
15/5/2023,2:30,2.12038,125.37572,304,11.1
15/5/2023,2:36,2.13064,125.36048,304,11.1
15/5/2023,2:42,2.14091,125.34524,304,11.1
15/5/2023,2:48,2.15118,125.33,304,11.1
15/5/2023,2:54,2.16145,125.31476,304,11.1
15/5/2023,3:00,2.17172,125.29952,304,11.1
15/5/2023,3:06,2.18199,125.28428,304,11.1
15/5/2023,3:12,2.19226,125.26904,304,11.1
15/5/2023,3:18,2.20253,125.2538,304,11.1
15/5/2023,3:24,2.2128,125.23856,304,11.1
15/5/2023,3:30,2.22307,125.22332,304,11.1
15/5/2023,3:36,2.23333,125.20808,304,11.1
15/5/2023,3:42,2.2436,125.19284,304,11.1
15/5/2023,3:48,2.25387,125.17761,304,11.1
15/5/2023,3:54,2.26414,125.16237,304,11.1
15/5/2023,4:00,2.27441,125.14713,304,11.1
15/5/2023,4:06,2.28468,125.13189,304,11.1
15/5/2023,4:12,2.29495,125.11665,304,11.1
15/5/2023,4:18,2.30522,125.10141,304,11.1
15/5/2023,4:24,2.31549,125.08617,304,11.1
15/5/2023,4:30,2.32576,125.07093,304,11.1
15/5/2023,4:36,2.33602,125.05569,304,11.1
