Tanggal,Waktu,Latitude,Longitude,Heading,Kecepatan (knot)
14/5/2023,19:00,-0.9777,118.1897,39,11.1
14/5/2023,19:06,-0.961664333,118.198557,39,11.1
14/5/2023,19:12,-0.945628667,118.207414,39,11.1
14/5/2023,19:18,-0.929593,118.216271,39,11.1
14/5/2023,19:24,-0.913557333,118.225128,39,11.1
14/5/2023,19:30,-0.897521667,118.233985,39,11.1
14/5/2023,19:36,-0.881486,118.242842,39,11.1
14/5/2023,19:42,-0.865450333,118.251699,39,11.1
14/5/2023,19:48,-0.849414667,118.260556,39,11.1
14/5/2023,19:54,-0.833379,118.269413,39,11.1
14/5/2023,20:00,-0.817343333,118.27827,39,11.1
14/5/2023,20:06,-0.801307667,118.287127,39,11.1
14/5/2023,20:12,-0.785272,118.295984,39,11.1
14/5/2023,20:18,-0.769236333,118.304841,39,11.1
14/5/2023,20:24,-0.753200667,118.313698,39,11.1
14/5/2023,20:30,-0.737165,118.322555,39,11.1
14/5/2023,20:36,-0.721129333,118.331412,39,11.1
14/5/2023,20:42,-0.705093667,118.340269,39,11.1
14/5/2023,20:48,-0.689058,118.349126,39,11.1
14/5/2023,20:54,-0.673022333,118.357983,39,11.1
14/5/2023,21:00,-0.656986667,118.36684,39,11.1
14/5/2023,21:06,-0.640951,118.375697,39,11.1
14/5/2023,21:12,-0.624915333,118.384554,39,11.1
14/5/2023,21:18,-0.608879667,118.393411,39,11.1
14/5/2023,21:24,-0.592844,118.402268,39,11.1
14/5/2023,21:30,-0.576808333,118.411125,39,11.1
14/5/2023,21:36,-0.560772667,118.419982,39,11.1
14/5/2023,21:42,-0.544737,118.428839,39,11.1
14/5/2023,21:48,-0.528701333,118.437696,39,11.1
14/5/2023,21:54,-0.512665667,118.446553,39,11.1
14/5/2023,22:00,-0.49663,118.45541,39,11.1
14/5/2023,22:06,-0.480594333,118.464267,39,11.1
14/5/2023,22:12,-0.464558667,118.473124,39,11.1
14/5/2023,22:18,-0.448523,118.481981,39,11.1
14/5/2023,22:24,-0.432487333,118.490838,39,11.1
14/5/2023,22:30,-0.416451667,118.499695,39,11.1
14/5/2023,22:36,-0.400416,118.508552,39,11.1
14/5/2023,22:42,-0.384380333,118.517409,39,11.1
14/5/2023,22:48,-0.368344667,118.526266,39,11.1
14/5/2023,22:54,-0.352309,118.535123,39,11.1
14/5/2023,23:00,-0.336273333,118.54398,39,11.1
14/5/2023,23:06,-0.320237667,118.552837,39,11.1
14/5/2023,23:12,-0.304202,118.561694,39,11.1
14/5/2023,23:18,-0.288166333,118.570551,39,11.1
14/5/2023,23:24,-0.272130667,118.579408,39,11.1
14/5/2023,23:30,-0.256095,118.588265,39,11.1
14/5/2023,23:36,-0.240059333,118.597122,39,11.1
14/5/2023,23:42,-0.224023667,118.605979,39,11.1
14/5/2023,23:48,-0.207988,118.614836,39,11.1
14/5/2023,23:54,-0.191952333,118.623693,39,11.1
15/5/2023,0:00,-0.175916667,118.63255,39,11.1
15/5/2023,0:06,-0.159881,118.641407,39,11.1
15/5/2023,0:12,-0.143845333,118.650264,39,11.1
15/5/2023,0:18,-0.127809667,118.659121,39,11.1
15/5/2023,0:24,-0.111774,118.667978,39,11.1
