Tanggal,Pukul,Latitude (?),Longitude(?),Heading(?),Kecepatan K1(knots)
14/5/2023,19:00,-0.9777,118.1897,39,11.1
14/5/2023,19:06,-0.96166,118.19856,39,11.1
14/5/2023,19:12,-0.94563,118.20741,39,11.1
14/5/2023,19:18,-0.92959,118.21627,39,11.1
14/5/2023,19:24,-0.91356,118.22513,39,11.1
14/5/2023,19:30,-0.89752,118.23399,39,11.1
14/5/2023,19:36,-0.88149,118.24284,39,11.1
14/5/2023,19:42,-0.86545,118.2517,39,11.1
14/5/2023,19:48,-0.84941,118.26056,39,11.1
14/5/2023,19:54,-0.83338,118.26941,39,11.1
14/5/2023,20:00,-0.81734,118.27827,39,11.1
14/5/2023,20:06,-0.80131,118.28713,39,11.1
14/5/2023,20:12,-0.78527,118.29598,39,11.1
14/5/2023,20:18,-0.76924,118.30484,39,11.1
14/5/2023,20:24,-0.7532,118.3137,39,11.1
14/5/2023,20:30,-0.73717,118.32256,39,11.1
14/5/2023,20:36,-0.72113,118.33141,39,11.1
14/5/2023,20:42,-0.70509,118.34027,39,11.1
14/5/2023,20:48,-0.68906,118.34913,39,11.1
14/5/2023,20:54,-0.67302,118.35798,39,11.1
14/5/2023,21:00,-0.65699,118.36684,39,11.1
14/5/2023,21:06,-0.64095,118.3757,39,11.1
14/5/2023,21:12,-0.62492,118.38455,39,11.1
14/5/2023,21:18,-0.60888,118.39341,39,11.1
14/5/2023,21:24,-0.59284,118.40227,39,11.1
14/5/2023,21:30,-0.57681,118.41113,39,11.1
14/5/2023,21:36,-0.56077,118.41998,39,11.1
14/5/2023,21:42,-0.54474,118.42884,39,11.1
14/5/2023,21:48,-0.5287,118.4377,39,11.1
14/5/2023,21:54,-0.51267,118.44655,39,11.1
14/5/2023,22:00,-0.49663,118.45541,39,11.1
14/5/2023,22:06,-0.48059,118.46427,39,11.1
14/5/2023,22:12,-0.46456,118.47312,39,11.1
14/5/2023,22:18,-0.44852,118.48198,39,11.1
14/5/2023,22:24,-0.43249,118.49084,39,11.1
14/5/2023,22:30,-0.41645,118.4997,39,11.1
14/5/2023,22:36,-0.40042,118.50855,39,11.1
14/5/2023,22:42,-0.38438,118.51741,39,11.1
14/5/2023,22:48,-0.36834,118.52627,39,11.1
14/5/2023,22:54,-0.35231,118.53512,39,11.1
14/5/2023,23:00,-0.33627,118.54398,39,11.1
14/5/2023,23:06,-0.32024,118.55284,39,11.1
14/5/2023,23:12,-0.3042,118.56169,39,11.1
14/5/2023,23:18,-0.28817,118.57055,39,11.1
14/5/2023,23:24,-0.27213,118.57941,39,11.1
14/5/2023,23:30,-0.2561,118.58827,39,11.1
14/5/2023,23:36,-0.24006,118.59712,39,11.1
14/5/2023,23:42,-0.22402,118.60598,39,11.1
14/5/2023,23:48,-0.20799,118.61484,39,11.1
14/5/2023,23:54,-0.19195,118.62369,39,11.1
15/5/2023,0:00,-0.17592,118.63255,39,11.1
15/5/2023,0:06,-0.15988,118.64141,39,11.1
15/5/2023,0:12,-0.14385,118.65026,39,11.1
15/5/2023,0:18,-0.12781,118.65912,39,11.1
15/5/2023,0:24,-0.11177,118.66798,39,11.1
15/5/2023,0:30,-0.09574,118.67684,39,11.1
15/5/2023,0:36,-0.0797,118.68569,39,11.1
15/5/2023,0:42,-0.06367,118.69455,39,11.1
15/5/2023,0:48,-0.04763,118.70341,39,11.1
15/5/2023,0:54,-0.0316,118.71226,39,11.1
15/5/2023,1:00,-0.01556,118.72112,39,11.1
15/5/2023,1:06,0.00048,118.72998,39,11.1
15/5/2023,1:12,0.01651,118.73883,39,11.1
15/5/2023,1:18,0.03255,118.74769,39,11.1
15/5/2023,1:24,0.04858,118.75655,39,11.1
15/5/2023,1:30,0.06462,118.76541,39,11.1
15/5/2023,1:36,0.08065,118.77426,39,11.1
15/5/2023,1:42,0.09669,118.78312,39,11.1
15/5/2023,1:48,0.11273,118.79198,39,11.1
15/5/2023,1:54,0.12876,118.80083,39,11.1
15/5/2023,2:00,0.1448,118.80969,39,11.1
15/5/2023,2:06,0.16083,118.81855,39,11.1
15/5/2023,2:12,0.17687,118.8274,39,11.1
15/5/2023,2:18,0.1929,118.83626,39,11.1
15/5/2023,2:24,0.20894,118.84512,39,11.1
15/5/2023,2:30,0.22497,118.85398,39,11.1
15/5/2023,2:36,0.24101,118.86283,39,11.1
15/5/2023,2:42,0.25705,118.87169,39,11.1
15/5/2023,2:48,0.27308,118.88055,39,11.1
15/5/2023,2:54,0.28912,118.8894,39,11.1
15/5/2023,3:00,0.30515,118.89826,39,11.1
15/5/2023,3:06,0.32119,118.90712,39,11.1
15/5/2023,3:12,0.33722,118.91597,39,11.1
15/5/2023,3:18,0.35326,118.92483,39,11.1
15/5/2023,3:24,0.3693,118.93369,39,11.1
15/5/2023,3:30,0.38533,118.94255,39,11.1
15/5/2023,3:36,0.40137,118.9514,39,11.1
15/5/2023,3:42,0.4174,118.96026,39,11.1
15/5/2023,3:48,0.43344,118.96912,39,11.1
15/5/2023,3:54,0.44947,118.97797,39,11.1
15/5/2023,4:00,0.46551,118.98683,39,11.1
15/5/2023,4:06,0.48155,118.99569,39,11.1
15/5/2023,4:12,0.49758,119.00454,39,11.1
15/5/2023,4:18,0.51362,119.0134,39,11.1
15/5/2023,4:24,0.52965,119.02226,39,11.1
15/5/2023,4:30,0.54569,119.03112,39,11.1
15/5/2023,4:36,0.56172,119.03997,39,11.1
15/5/2023,4:42,0.57776,119.04883,39,11.1
15/5/2023,4:48,0.5938,119.05769,39,11.1
15/5/2023,4:54,0.60983,119.06654,39,11.1
15/5/2023,5:00,0.62587,119.0754,39,11.1
15/5/2023,5:06,0.6419,119.08426,39,11.1
15/5/2023,5:12,0.65794,119.09311,39,11.1
15/5/2023,5:18,0.67397,119.10197,39,11.1
15/5/2023,5:24,0.69001,119.11083,39,11.1
15/5/2023,5:30,0.70604,119.11969,39,11.1
15/5/2023,5:36,0.72208,119.12854,39,11.1
15/5/2023,5:42,0.73812,119.1374,39,11.1
15/5/2023,5:48,0.75415,119.14626,39,11.1
15/5/2023,5:54,0.77019,119.15511,39,11.1
15/5/2023,6:00,0.78622,119.16397,39,11.1
15/5/2023,6:06,0.80226,119.17283,39,11.1
15/5/2023,6:12,0.81829,119.18168,39,11.1
15/5/2023,6:18,0.83433,119.19054,39,11.1
15/5/2023,6:24,0.85037,119.1994,39,11.1
15/5/2023,6:30,0.8664,119.20826,39,11.1
15/5/2023,6:36,0.88244,119.21711,39,11.1
15/5/2023,6:42,0.89847,119.22597,39,11.1
15/5/2023,6:48,0.91451,119.23483,39,11.1
15/5/2023,6:54,0.93054,119.24368,39,11.1
15/5/2023,7:00,0.94658,119.25254,39,11.1
15/5/2023,7:06,0.96262,119.2614,39,11.1
15/5/2023,7:12,0.97865,119.27025,39,11.1
15/5/2023,7:18,0.99469,119.27911,39,11.1
15/5/2023,7:24,1.01072,119.28797,39,11.1
15/5/2023,7:30,1.02676,119.29683,39,11.1
15/5/2023,7:36,1.04279,119.30568,39,11.1
15/5/2023,7:42,1.05883,119.31454,39,11.1
15/5/2023,7:48,1.07487,119.3234,39,11.1
15/5/2023,7:54,1.0909,119.33225,39,11.1
15/5/2023,8:00,1.10694,119.34111,39,11.1
15/5/2023,8:06,1.12297,119.34997,39,11.1
15/5/2023,8:12,1.13901,119.35882,39,11.1
15/5/2023,8:18,1.15504,119.36768,39,11.1
15/5/2023,8:24,1.17108,119.37654,39,11.1
15/5/2023,8:30,1.18711,119.3854,39,11.1
15/5/2023,8:36,1.20315,119.39425,39,11.1
15/5/2023,8:42,1.21919,119.40311,39,11.1
15/5/2023,8:48,1.23522,119.41197,39,11.1
15/5/2023,8:54,1.25126,119.42082,39,11.1
15/5/2023,9:00,1.26729,119.42968,39,11.1
15/5/2023,9:06,1.28333,119.43854,39,11.1
15/5/2023,9:12,1.29936,119.44739,39,11.1
15/5/2023,9:18,1.3154,119.45625,39,11.1
15/5/2023,9:24,1.33144,119.46511,39,11.1
15/5/2023,9:30,1.34747,119.47397,39,11.1
15/5/2023,9:36,1.36351,119.48282,39,11.1
15/5/2023,9:42,1.37954,119.49168,39,11.1
15/5/2023,9:48,1.39558,119.50054,39,11.1
15/5/2023,9:54,1.41161,119.50939,39,11.1
15/5/2023,10:00,1.42765,119.51825,39,11.1
15/5/2023,10:06,1.44369,119.52711,39,11.1
15/5/2023,10:12,1.45972,119.53596,39,11.1
15/5/2023,10:18,1.47576,119.54482,39,11.1
15/5/2023,10:24,1.49179,119.55368,39,11.1
15/5/2023,10:30,1.50783,119.56254,39,11.1
15/5/2023,10:36,1.52386,119.57139,39,11.1
15/5/2023,10:42,1.5399,119.58025,39,11.1
15/5/2023,10:48,1.55594,119.58911,39,11.1
15/5/2023,10:54,1.57197,119.59796,39,11.1
15/5/2023,11:00,1.58801,119.60682,39,11.1
15/5/2023,11:06,1.60404,119.61568,39,11.1
15/5/2023,11:12,1.62008,119.62453,39,11.1
15/5/2023,11:18,1.63611,119.63339,39,11.1
15/5/2023,11:24,1.65215,119.64225,39,11.1
15/5/2023,11:30,1.66818,119.65111,39,11.1
15/5/2023,11:36,1.68422,119.65996,39,11.1
15/5/2023,11:42,1.70026,119.66882,39,11.1
15/5/2023,11:48,1.71629,119.67768,39,11.1
15/5/2023,11:54,1.73233,119.68653,39,11.1
15/5/2023,12:00,1.74836,119.69539,39,11.1
15/5/2023,12:06,1.7644,119.70425,39,11.1
15/5/2023,12:12,1.78043,119.7131,39,11.1
15/5/2023,12:18,1.79647,119.72196,39,11.1
15/5/2023,12:24,1.81251,119.73082,39,11.1
15/5/2023,12:30,1.82854,119.73968,39,11.1
15/5/2023,12:36,1.84458,119.74853,39,11.1
15/5/2023,12:42,1.86061,119.75739,39,11.1
15/5/2023,12:48,1.87665,119.76625,39,11.1
15/5/2023,12:54,1.89268,119.7751,39,11.1
15/5/2023,13:00,1.90872,119.78396,39,11.1
