No,Tanggal,Pukul,Latitude ,Longitude,Heading,Kecepatan K1(knots)
1,14/5/2023,19:00,6.7971,128.1459,18,11.1
2,14/5/2023,19:06,6.7862288,128.1311136,18,11.1
179,15/5/2023,12:48,4.8620264,125.5139208,53,11.1
180,15/5/2023,12:54,4.8511552,125.4991344,53,11.1
181,15/5/2023,13:00,4.840284,125.484348,53,11.1
182,15/5/2023,13:06,4.8294128,125.4695616,53,11.1
183,15/5/2023,13:12,4.8185416,125.4547752,53,11.1
184,15/5/2023,13:18,4.8076704,125.4399888,53,11.1
185,15/5/2023,13:24,4.7967992,125.4252024,53,11.1
186,15/5/2023,13:30,4.785928,125.410416,53,11.1
187,15/5/2023,13:36,4.7750568,125.3956296,53,11.1
188,15/5/2023,13:42,4.7641856,125.3808432,53,11.1
189,15/5/2023,13:48,4.7533144,125.3660568,53,11.1
190,15/5/2023,13:54,4.7424432,125.3512704,53,11.1
191,15/5/2023,14:00,4.731572,125.336484,53,11.1
192,15/5/2023,14:06,4.7207008,125.3216976,53,11.1
193,15/5/2023,14:12,4.7098296,125.3069112,53,11.1
194,15/5/2023,14:18,4.6989584,125.2921248,53,11.1
195,15/5/2023,14:24,4.6880872,125.2773384,53,11.1
196,15/5/2023,14:30,4.677216,125.262552,53,11.1
197,15/5/2023,14:36,4.6663448,125.2477656,53,11.1
198,15/5/2023,14:42,4.6554736,125.2329792,53,11.1
199,15/5/2023,14:48,4.6446024,125.2181928,53,11.1
200,15/5/2023,14:54,4.6337312,125.2034064,53,11.1
201,15/5/2023,15:00,4.62286,125.18862,53,11.1
202,15/5/2023,15:06,4.6119888,125.1738336,53,11.1
203,15/5/2023,15:12,4.6011176,125.1590472,53,11.1
204,15/5/2023,15:18,4.5902464,125.1442608,53,11.1
205,15/5/2023,15:24,4.5793752,125.1294744,53,11.1
206,15/5/2023,15:30,4.568504,125.114688,53,11.1
207,15/5/2023,15:36,4.5576328,125.0999016,53,11.1
208,15/5/2023,15:42,4.5467616,125.0851152,53,11.1
209,15/5/2023,15:48,4.5358904,125.0703288,53,11.1
210,15/5/2023,15:54,4.5250192,125.0555424,53,11.1
211,15/5/2023,16:00,4.514148,125.040756,53,11.1
212,15/5/2023,16:06,4.5032768,125.0259696,53,11.1
213,15/5/2023,16:12,4.4924056,125.0111832,53,11.1
214,15/5/2023,16:18,4.4815344,124.9963968,53,11.1
215,15/5/2023,16:24,4.4706632,124.9816104,53,11.1
216,15/5/2023,16:30,4.459792,124.966824,53,11.1
217,15/5/2023,16:36,4.4489208,124.9520376,53,11.1
218,15/5/2023,16:42,4.4380496,124.9372512,53,11.1
219,15/5/2023,16:48,4.4271784,124.9224648,53,11.1
220,15/5/2023,16:54,4.4163072,124.9076784,53,11.1
221,15/5/2023,17:00,4.405436,124.892892,53,11.1
222,15/5/2023,17:06,4.3945648,124.8781056,53,11.1
223,15/5/2023,17:12,4.3836936,124.8633192,53,11.1
224,15/5/2023,17:18,4.3728224,124.8485328,53,11.1
225,15/5/2023,17:24,4.3619512,124.8337464,53,11.1
226,15/5/2023,17:30,4.35108,124.81896,53,11.1
227,15/5/2023,17:36,4.3402088,124.8041736,53,11.1
228,15/5/2023,17:42,4.3293376,124.7893872,53,11.1
229,15/5/2023,17:48,4.3184664,124.7746008,53,11.1
230,15/5/2023,17:54,4.3075952,124.7598144,53,11.1
231,15/5/2023,18:00,4.296724,124.745028,53,11.1
232,15/5/2023,18:06,4.2858528,124.7302416,53,11.1
233,15/5/2023,18:12,4.2749816,124.7154552,53,11.1
234,15/5/2023,18:18,4.2641104,124.7006688,53,11.1
235,15/5/2023,18:24,4.2532392,124.6858824,53,11.1
236,15/5/2023,18:30,4.242368,124.671096,53,11.1
237,15/5/2023,18:36,4.2314968,124.6563096,53,11.1
238,15/5/2023,18:42,4.2206256,124.6415232,53,11.1
239,15/5/2023,18:48,4.2097544,124.6267368,53,11.1
240,15/5/2023,18:54,4.1988832,124.6119504,53,11.1
241,15/5/2023,19:00,4.188012,124.597164,53,11.1
242,15/5/2023,19:06,4.1771408,124.5823776,53,11.1
243,15/5/2023,19:12,4.1662696,124.5675912,53,11.1
244,15/5/2023,19:18,4.1553984,124.5528048,53,11.1
245,15/5/2023,19:24,4.1445272,124.5380184,53,11.1
246,15/5/2023,19:30,4.133656,124.523232,53,11.1
247,15/5/2023,19:36,4.1227848,124.5084456,53,11.1
248,15/5/2023,19:42,4.1119136,124.4936592,53,11.1
249,15/5/2023,19:48,4.1010424,124.4788728,53,11.1
250,15/5/2023,19:54,4.0901712,124.4640864,53,11.1
251,15/5/2023,20:00,4.0793,124.4493,53,11.1
252,15/5/2023,20:06,4.0684288,124.4345136,53,11.1
253,15/5/2023,20:12,4.0575576,124.4197272,53,11.1
254,15/5/2023,20:18,4.0466864,124.4049408,53,11.1
255,15/5/2023,20:24,4.0358152,124.3901544,53,11.1
256,15/5/2023,20:30,4.024944,124.375368,53,11.1
257,15/5/2023,20:36,4.0140728,124.3605816,53,11.1
258,15/5/2023,20:42,4.0032016,124.3457952,53,11.1
259,15/5/2023,20:48,3.9923304,124.3310088,53,11.1
260,15/5/2023,20:54,3.9814592,124.3162224,53,11.1
261,15/5/2023,21:00,3.970588,124.301436,53,11.1
262,15/5/2023,21:06,3.9597168,124.2866496,53,11.1
263,15/5/2023,21:12,3.9488456,124.2718632,53,11.1
264,15/5/2023,21:18,3.9379744,124.2570768,53,11.1
265,15/5/2023,21:24,3.9271032,124.2422904,53,11.1
